ver	name	area	isa	type	equipment	service	description	manufacturer	model	datasheet	plc	iotype	pid	location	wiringDiagram	JboxPanel	SuppliedBy	InstalledBy	ConnectedBy	RIO	RACK	SLOT	POINT	PLC_TAG	PLC_DESCRIPTION	OPCTAG	Note
1	2400-SZ-2602	2400	SZ		400-BAM-01	BALL MILL	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A			PME015	I&C Contractor	I&C Contractor								
1	2400-TE-2117	2400	TE		400-BLO-01	JIG AIR BLOWER #1	GEAR BOX & MOTOR SHAFT TEMP. ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	I&C Contractor	I&C Contractor								
1	2400-TE-2317	2400	TE		400-BLO-02	JIG AIR BLOWER #2	GEAR BOX & MOTOR SHAFT TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	I&C Contractor	I&C Contractor								
1	2400-TE-2603	2400	TE	RTD	400-BAM-01	BALL MILL	GEAR BOX OIL TEMPERATURE ELEMENT	WIKA	"TR10 - 1/4"" BSPP"	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-TE-2605	2400	TE	RTD	400-BAM-01	BALL MILL	GEAR BOX OIL TEMPERATURE ELEMENT	WIKA	"TR10 - 1/4"" BSPP"	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-TE-2607	2400	TE	RTD	400-BAM-01	BALL MILL	GEAR BOX OIL TEMPERATURE ELEMENT	WIKA	"TR10 - 1/4"" BSPP"	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-TE-2609	2400	TE	RTD	400-BAM-01	BALL MILL	GEAR BOX OIL TEMPERATURE ELEMENT	WIKA	"TR10 - 1/4"" BSPP"	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-TE-2803	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2804	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2805	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2806	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2807	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2808	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2809	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
1	2400-TE-2810	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM								
3	2400-TE-2811	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-ME-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
3	2400-TE-2813	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-ME-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
3	2400-TE-2816	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-ME-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
3	2400-TE-2817	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-ME-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
3	2400-TE-2819	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-ME-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
3	2400-TE-2820	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-ME-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
1	2400-TE-2821	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-TE-2824	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-TE-2827	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-TE-2828	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-TE-2907	2400	TE		400-ROM-01	ROD MILL	TEMPERATURE ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8029	N/A	DSOT-VP-2450-M2-0144-0118	2400-ROM-01-JB-02	PST002	OEM	OEM								
1	2400-TI-2902	2400	TI		400-ROM-01	ROD MILL	TEMPERATURE INDICATOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8029	N/A			PST002	I&C Contractor	N/A								
0	2400-TSH-2120	2400	TSH		400-HPP-01	JIG HYDRAULIC UNIT #1	HIGH TEMPERATURE SWITCH	TBD	TBD	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
1	2400-TSH-2127	2400	TSH		400-HPP-01	JIG HYDRAULIC UNIT #1	HIGH TEMPERATURE SWITCH	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INTERNAL SIGNAL
1	2400-TSH-2320	2400	TSH		400-HPP-02	JIG HYDRAULIC UNIT #2	HIGH TEMPERATURE SWITCH	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
1	2400-TSH-2327	2400	TSH		400-HPP-02	JIG HYDRAULIC UNIT #2	HIGH TEMPERATURE SWITCH	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INTERNAL SIGNAL
3	2400-TSH-2905	2400	TSH		400-ROM-01	ROD MILL	TEMPERATURE SWITCH HIGH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	5	10		400-ROM-01-Gearbox Lube Oil High Temperature (NOT)		DSOT-VP-2450-M2-0144-0118
1	2400-TSHH-2120	2400	TSHH		400-HPP-01	JIG HYDRAULIC UNIT #1	HIGH HIGH TEMPERATURE SWITCH	TBD	TBD	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-TSHH-2320	2400	TSHH		400-HPP-02	JIG HYDRAULIC UNIT #2	HIGH HIGHT TEMPERATURE SWITCH	TBD	TBD	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
1	2400-TSL-2127	2400	TSL		400-HPP-01	JIG HYDRAULIC UNIT #1	LOW TEMPERATURE SWITCH	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INTERNAL SIGNAL
1	2400-TSL-2327	2400	TSL		400-HPP-02	JIG HYDRAULIC UNIT #2	LOW TEMPERATURE SWITCH	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INTERNAL SIGNAL
1	2400-TSL-2906	2400	TSL		400-ROM-01	ROD MILL	TEMPERATURE SWITCH LOW	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	3		400-ROM-01-Gearbox Lube Oil Low Temperature (NOT)		DSOT-VP-2450-M2-0144-0117
1	2400-TT-2603	2400	TT		400-BAM-01	BALL MILL	GEAR BOX TEMPERATURE TRANSMITTER	WIKA	TR32	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	0		400-BAM-01-Gearbox Oil Temperature		DSOT-VP-2440-ME-0143-0007
1	2400-TT-2605	2400	TT		400-BAM-01	BALL MILL	GEAR BOX TEMPERATURE TRANSMITTER	WIKA	TR32	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	5	2		400-BAM-01-Gearbox Oil Temperature		DSOT-VP-2440-ME-0143-0007
1	2400-TT-2607	2400	TT		400-BAM-01	BALL MILL	GEAR BOX TEMPERATURE TRANSMITTER	WIKA	TR32	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	1		400-BAM-01-Gearbox Oil Temperature		DSOT-VP-2440-ME-0143-0007
1	2400-TT-2609	2400	TT		400-BAM-01	BALL MILL	GEAR BOX TEMPERATURE TRANSMITTER	WIKA	TR32	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	5	3		400-BAM-01-Gearbox Oil Temperature		DSOT-VP-2440-ME-0143-0007
3	2400-TT-2811	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	0		400-ROM-01-Gearbox Feed End High Bearing Temp.		DSOT-VP-2450-M2-0144-0118
3	2400-TT-2813	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	1		400-ROM-01-Gearbox Dis. End High Bearing Temp.		DSOT-VP-2450-M2-0144-0118
3	2400-TT-2816	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	2		400-ROM-01-Gearbox Feed End Int. Bearing Temp.		DSOT-VP-2450-M2-0144-0118
3	2400-TT-2817	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	3		400-ROM-01-Gearbox Feed End Low Bearing Temp.		DSOT-VP-2450-M2-0144-0118
3	2400-TT-2819	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	4		400-ROM-01-Gearbox Dis. End Low Bearing Temp.		DSOT-VP-2450-M2-0144-0118
3	2400-TT-2820	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	5		400-ROM-01-Gearbox Dis. End Int. Bearing Temp.		DSOT-VP-2450-M2-0144-0118
1	2400-TT-2821	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	6	0		400-ROM-01-Feed End Pinion Bearing Temperature		DSOT-VP-2450-M2-0144-0117
1	2400-TT-2824	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	6	1		400-ROM-01-Disch. End Pinion Bearing Temperature		DSOT-VP-2450-M2-0144-0117
1	2400-TT-2827	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	6	2		400-ROM-01-Feed End Main Bearing Temperature		DSOT-VP-2450-M2-0144-0117
1	2400-TT-2828	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	OEM	OEM	2200-RIO-02	1	6	3		400-ROM-01-Discharge End Main Bearing Temperature		DSOT-VP-2450-M2-0144-0117
1	2400-TT-2907	2400	TT		400-ROM-01	ROD MILL	TEMPERATURE TRANSMITTER	-	-	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8709	2400-ROM-01-JB-02	PST002	OEM	OEM	2200-RIO-02	1	5	6		400-ROM-01-Gearbox Sump Oil Temperature		DSOT-VP-2450-M2-0144-0118
1	2400-UL-2145	2400	UL		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX DISCHARGE FAULT LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-UL-2153	2400	UL		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX DISCHARGE FAULT LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-UL-2161	2400	UL		400-JIG-01	FINE JIG #1	REMOTE CONTROL BOX FAULT LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-UL-2201	2400	UL		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	REMOTE CONTROL BOX FAULT LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8022	N/A			PME010	I&C Contractor	I&C Contractor								INSTRUMENT INCLUDED 
1	2400-UL-2345	2400	UL		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX DISCHARGE FAULT LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-UL-2353	2400	UL		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX DISCHARGE FAULT LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-UL-2361	2400	UL		400-JIG-02	FINE JIG #2	REMOTE CONTROL BOX FAULT LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
1	2400-UL-2401	2400	UL		400-VIS-02	FINE JIG CONCENTRATE SCREEN #2	REMOTE CONTROL BOX FAUL LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8024	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
0	2400-UL-2602A	2400	UL		400-BAM-01	BALL MILL	TRIP LIGHT	TBD	TBD	-	TBD	DO	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
0	2400-UL-2602B	2400	UL		400-BAM-01	BALL MILL	TRIP LIGHT	TBD	TBD	-	TBD	DO	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-UL-2831K	2400	UL		400-VFD-02	ROD MILL	REMOTE CONTROL BOX FAULT LIGHT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM						"400-VFD-02, ROD MILL, REMOTE CONTROL BOX FAULT LIGHT"		
1	2400-UL-2831L	2400	UL		400-HK-2831	ROD MILL	REMOTE CONTROL BOX FAULT LIGHT	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8028	N/A			PST002	OEM	OEM						"400-HK-2831, ROD MILL, REMOTE CONTROL BOX FAULT LIGHT"		
1	2400-VE-2603A	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2603B	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2605A	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2605B	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2607A	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2607B	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2609A	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2609B	2400	VE		400-BAM-01	BALL MILL	VIBRATION ELEMENT	PCB PIEZOTRONICS	603C01	-	N/A	N/A	DSOT-DW-2400-IC-8026	N/A			PME015	OEM	OEM								
1	2400-VE-2801	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2802	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2812	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2818	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2822	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2823	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2825	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VE-2826	2400	VE		400-ROM-01	ROD MILL	VIBRATION ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A	DSOT-VP-2450-M2-0144-0117	2400-ROM-01-JB-01	PST002	OEM	OEM								
1	2400-VI-2603A	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	603	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	3		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2603B	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	5		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2605A	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	7		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2605B	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	1		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2607A	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	3		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2607B	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	5		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2609A	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	7		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VI-2609B	2400	VI	ICP ACCELEROMETER	400-BAM-01	BALL MILL	VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	5	1		400-BAM-01-Overall Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2603A	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	603	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	2		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2603B	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	4		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2605A	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	3	6		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2605B	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	0		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
1	2400-VIH-2607A	2400	VIH	ICP ACCELEROMETER	400-BAM-01	BALL MILL	PEAK VIBRATION TRANSMITTER	PCB PIEZOTRONICS	682A05	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8026	N/A	DSOT-DW-2400-IC-8710	2400-BAM-01-JBA-01	PME015	OEM	OEM	2200-RIO-03	1	4	2		400-BAM-01-Peak Vibration		DSOT-VP-2440-ME-0143-0007
